property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12706.0,3,3,3,10.0,Relatively New,1691.98,1690.04,1591.98,0,0,0,0,0,1,49
flat,sare crescent parc,sector 92,0.87,4971.0,4,4,2,2.0,Moderately Old,1749.99,1584.0,1426.0,0,0,1,0,0,2,115
flat,unitech fresco,sector 50,1.8,9589.0,3,4,3+,6.0,Moderately Old,1877.01,1870.01,1599.95,0,1,0,0,0,1,174
flat,valley view estate,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2259.26,2013.0,1811.99,1,1,0,0,1,0,135
flat,pyramid urban homes 2,sector 86,0.5,9615.0,2,2,1,10.0,Relatively New,648.53,578.0,520.0,0,0,0,0,0,0,15
flat,hsiidc sidco aravali,manesar,0.81,3129.0,3,3,3+,2.0,Moderately Old,2587.96,1900.04,1877.01,0,1,0,0,0,0,74
house,experion windchants,sector 112,7.99,12519.0,4,6,3,2.0,New Property,7052.0,6382.02,5744.0,0,1,1,1,0,1,129
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,4,3,1.0,Relatively New,1949.99,1586.0,1267.02,0,1,0,0,0,2,167
flat,godrej air,sector 85,1.35,13632.0,2,2,3,19.0,Under Construction,1234.47,1100.0,990.0,0,0,0,0,0,0,44
flat,satya the hermitage,sector 103,0.89,6137.0,2,3,3,1.0,Relatively New,1450.0,1257.0,1081.02,0,1,0,0,0,0,75
flat,tulip violet,sector 69,1.95,9701.0,4,4,2,0.0,Relatively New,2010.05,1819.0,1637.0,0,0,0,0,0,0,157
flat,tulip violet,sector 69,1.28,8111.0,3,3,2,12.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,1,49
house,independent,sector 7,1.95,13542.0,2,2,2,2.0,Old Property,1591.0,1439.99,1296.0,0,0,0,0,0,0,0
house,dlf new town heights,sector 86,2.5,7827.0,4,5,3+,4.0,Moderately Old,3529.0,3193.97,2875.0,0,1,0,1,1,1,49
flat,godrej nature plus,sector 33,1.2,14379.0,2,2,3,1.0,New Property,1041.32,928.0,835.0,0,0,0,0,0,0,65
house,independent,sector 7,0.53,5888.0,2,2,0,1.0,Old Property,994.0,899.97,810.0,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10041.0,2,2,2,10.0,Relatively New,1215.03,1100.0,990.0,0,0,0,0,0,0,108
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1963.01,1833.0,1700.05,0,1,0,0,0,0,28
house,emaar mgf marbella,sector 66,15.1,18605.0,5,5,3+,3.0,New Property,9621.92,8116.0,8116.0,1,1,1,1,0,0,120
flat,not applicable,sector 4,0.42,5600.0,2,2,1,3.0,Relatively New,935.04,833.0,750.03,0,0,0,0,0,1,26
flat,ansal maple crescent,sector 43,1.35,10037.0,3,3,3,2.0,Old Property,1344.95,1319.98,1299.96,0,0,0,0,1,1,93
flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,Relatively New,1735.03,1618.0,1499.95,0,0,1,0,0,0,79
flat,la vida by tata housing,sector 113,2.48,14090.0,3,3,3+,8.0,New Property,2217.04,1980.02,1760.01,0,1,0,0,0,0,79
flat,signature global synera,sector 81,0.4,6319.0,2,2,1,12.0,Relatively New,633.02,586.0,538.95,0,0,0,0,0,0,23
flat,om appartments,sector 3 phase 2,0.4,4444.0,3,2,1,3.0,Relatively New,1122.23,1000.0,899.97,0,0,0,0,0,0,7
flat,mvn athens,sohna road,0.24,4210.0,2,2,1,12.0,Relatively New,569.95,516.0,464.0,0,0,0,0,0,0,38
flat,antriksh heights,sector 84,0.54,4458.0,2,2,3+,17.0,Relatively New,1199.96,1086.0,977.0,0,0,0,0,0,0,81
flat,tulip violet,sector 69,1.37,8907.0,3,3,1,12.0,Relatively New,1537.95,1392.0,1253.0,0,0,0,0,0,0,116
flat,m3m golfestate,sector 65,5.2,17455.0,3,3,3,18.0,Relatively New,2979.02,2696.0,2426.0,1,1,0,0,0,1,76
flat,the lions cghs,sector 56,2.09,8708.0,4,4,3+,7.0,Relatively New,2400.03,2300.03,2200.03,0,0,0,0,1,1,125
flat,pareena coban residences,sector 99a,1.13,5658.0,3,5,3,5.0,Relatively New,1997.03,1790.04,1499.95,0,1,0,0,1,0,49
flat,signature global solera,sector 107,0.36,6581.0,2,2,2,8.0,Relatively New,682.21,608.0,547.02,0,0,0,0,0,0,45
flat,satya the hermitage,sector 103,0.8,5517.0,2,2,0,10.0,Relatively New,1602.0,1450.0,1305.0,0,0,0,0,0,0,61
flat,m3m heights,sector 65,2.01,13500.0,2,2,3,8.0,New Property,1515.99,1482.0,1433.0,1,0,0,0,0,0,44
flat,signature global park,sohna road,0.83,7410.0,3,2,2,1.0,New Property,1396.31,1244.0,1119.98,0,0,0,0,0,0,16
house,independent,sector 13,1.5,11538.0,10,7,3,4.0,Moderately Old,1436.0,1299.96,1170.0,0,0,0,0,0,0,0
flat,pyramid urban,sector 67a,0.55,10516.0,2,2,2,3.0,Relatively New,652.1,581.0,523.02,0,0,0,0,0,0,73
house,independent,sector 7,0.45,5000.0,3,2,0,1.0,Old Property,1122.23,1000.0,899.97,0,0,0,0,0,0,0
house,dlf city plots,sector 26,13.5,29880.0,5,5,2,2.0,Moderately Old,4992.0,4518.04,4066.0,1,1,0,0,1,1,104
house,rwa sector 46,sector 46,4.5,24390.0,6,6,3+,3.0,Moderately Old,2192.32,1853.97,1845.04,0,0,1,0,0,1,80
flat,vatika lifestyle homes,sector 83,1.3,4545.0,3,3,1,6.0,Relatively New,2859.97,2588.0,2329.0,0,0,0,0,0,0,79
flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,0.0,Relatively New,1299.96,1176.0,1058.0,0,0,0,0,0,1,49
flat,ats triumph,sector 104,2.65,8412.0,4,4,3+,14.0,Relatively New,3149.95,2898.0,2649.96,0,1,0,0,0,0,21
flat,ats marigold,sector 89,1.5,8571.0,3,3,3,2.0,New Property,2181.89,1944.0,1749.99,0,0,0,0,1,0,49
house,independent,sector 45,17.0,37777.0,5,8,3+,3.0,Relatively New,4972.0,4499.96,4050.0,1,1,1,1,0,2,152
house,dlf city plots phase 2,sector 25,15.5,34307.0,5,6,3+,3.0,Moderately Old,4992.0,4518.04,4066.0,1,1,1,1,0,0,144
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3,3,3,11.0,Relatively New,3300.0,2882.0,2500.02,1,1,1,1,0,0,131
flat,dlf regal gardens,sector 90,1.65,7449.0,4,4,3+,15.0,Relatively New,2215.0,2214.03,2212.95,0,0,0,0,0,0,158
flat,pivotal devaan,sector 84,0.3,6666.0,1,1,1,14.0,New Property,561.15,500.0,450.04,0,0,0,0,0,1,22
flat,m3m soulitude,sector 89,1.33,16985.0,3,3,3,4.0,Under Construction,1281.86,1422.99,782.97,1,0,0,0,0,0,125
flat,ardee city,sector 52,1.5,9146.0,4,4,3,3.0,Old Property,1639.99,1484.0,1336.0,0,0,0,0,0,0,65
flat,emaar mgf palm studios,sector 66,1.7,13502.0,2,2,2,7.0,Relatively New,1185.0,1072.0,965.0,0,0,0,0,1,0,99
house,independent,sector 9,0.22,7407.0,2,2,2,1.0,Moderately Old,370.33,330.0,296.98,0,0,0,0,0,0,0
house,unitech uniworld resorts,sector 33,9.5,23333.0,5,7,3+,2.0,Under Construction,4972.0,4499.96,4050.0,1,1,1,1,0,0,57
flat,dlf new town heights,sector 91,1.8,7679.0,4,4,3+,6.0,Moderately Old,2922.55,2604.0,2343.95,0,1,0,1,0,0,81
house,independent,sector 12,1.4,8702.0,2,2,1,2.0,Old Property,1651.0,1494.03,1345.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,2.86,14000.0,3,3,3,45.0,Under Construction,2543.92,2267.0,2039.97,0,1,0,0,0,0,48
flat,eldeco accolade,sohna road,0.73,5775.0,2,2,3,5.0,Relatively New,1264.0,978.0,730.01,0,0,0,1,0,0,33
flat,sobha city,sector 108,3.95,16859.0,4,5,3,25.0,Relatively New,2750.53,2342.98,2300.03,0,0,0,0,0,0,59
flat,tulip ivory,sector 70,5.0,10416.0,6,7,3+,0.0,Relatively New,5985.09,5333.0,4799.95,1,1,0,0,0,0,119
flat,paras dews,sector 106,0.97,8818.0,2,2,3,6.0,New Property,1384.99,1199.96,1099.96,0,0,0,1,0,1,174
flat,ramsons kshitij,sector 95,0.35,5495.0,2,2,0,5.0,New Property,704.0,637.01,573.0,0,0,0,0,0,0,0
house,nul,sector 25,9.5,33404.0,9,9,3+,3.0,Old Property,3143.0,2844.04,2560.0,0,0,0,0,1,0,81
house,unitech espace,sector 50,7.5,34722.0,3,3,2,2.0,Moderately Old,2565.77,2169.03,2159.99,0,1,0,0,0,1,66
flat,emaar palm heights,sector 77,1.79,8839.0,3,3,3,1.0,New Property,2025.01,1599.95,1547.96,0,1,0,0,0,1,49
flat,dlf regency park,sector 28,2.25,14516.0,3,3,2,16.0,Old Property,1777.01,1700.05,1550.0,0,1,0,0,0,0,89
flat,ss the leaf,sector 85,1.99,8659.0,3,4,3+,17.0,Relatively New,2407.99,2397.98,2297.99,0,1,0,0,0,1,174
flat,pyramid urban homes 2,sector 86,0.43,8582.0,2,2,1,6.0,New Property,624.87,557.0,500.95,0,0,0,0,1,0,72
house,independent,sector 2,6.0,20000.0,4,4,1,2.0,Relatively New,3312.0,2996.99,2697.0,0,0,0,0,0,0,0
house,independent,sector 57,3.49,20197.0,4,4,2,3.0,Moderately Old,1909.0,1728.04,1555.0,1,1,0,1,0,1,49
flat,emaar digihomes,sector 62,4.0,14871.0,3,3,3,18.0,New Property,2588.0,2342.0,2108.0,0,1,0,0,0,1,38
flat,bestech altura,sector 79,2.69,12500.0,3,4,3+,3.0,New Property,2149.98,1946.0,1751.0,0,1,0,0,0,0,49
flat,signature global solera,sector 107,0.28,5725.0,2,2,2,10.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,38
flat,ss,sector 85,1.98,8222.0,3,4,3,6.0,Relatively New,2407.99,2300.03,2200.03,0,0,0,0,0,0,42
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,1,8.0,New Property,1360.02,1231.0,1108.0,0,0,0,0,0,0,67
flat,godrej nature plus,sector 33,1.35,8670.0,3,2,3+,17.0,New Property,1557.0,1409.0,1268.0,0,0,0,0,0,0,38
flat,vatika gurgaon,sector 83,0.98,8166.0,2,2,3,5.0,Relatively New,1444.95,1299.96,1199.96,0,0,0,0,0,1,96
flat,tata primanti,sector 72,4.1,14100.0,4,5,3+,39.0,New Property,2904.96,2629.0,2366.0,0,1,0,0,1,0,103
flat,puri diplomatic greens,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,2949.95,2649.96,2449.97,0,1,0,0,0,1,158
flat,godrej summit,sector 104,1.3,9027.0,3,2,3+,16.0,Relatively New,1439.99,1303.0,1173.0,1,0,1,1,0,1,0
house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3+,3.0,Relatively New,3481.0,3149.95,2835.0,0,1,1,0,0,1,153
house,independent,sector 24,1.45,26852.0,3,3,1,2.0,Old Property,597.0,540.02,486.0,0,0,0,0,0,0,9
flat,uphaar residency 2,sector 105,0.42,5600.0,3,2,1,0.0,Moderately Old,935.04,833.0,750.03,0,0,0,0,1,0,7
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,1671.26,1650.0,1199.96,1,1,0,0,0,0,158
flat,dlf new town heights,sector 86,1.28,8205.0,3,4,3+,12.0,Moderately Old,1929.97,1740.0,1560.01,0,1,0,1,0,0,96
flat,ats triumph,sector 104,2.3,10000.0,3,4,3+,15.0,New Property,2855.26,2544.0,2290.02,0,1,0,0,0,0,117
flat,hcbs sports ville,sohna road,0.29,3970.0,2,2,1,4.0,Relatively New,739.1,743.03,519.04,0,0,0,0,0,0,0
house,sushant lok 1 builder floors,sector 43,1.95,10077.0,3,4,3+,4.0,New Property,2138.0,1935.03,1742.0,0,1,0,0,0,1,78
flat,bestech park view residency,sector 2,1.4,7865.0,3,3,3+,6.0,Old Property,1780.03,1611.0,1450.0,0,0,0,0,0,2,107
flat,signature global city 92,sector 92,0.99,9074.0,3,2,3,1.0,Under Construction,1206.0,1091.03,982.0,0,0,0,0,0,0,24
flat,vatika the seven lamps,sector 82,1.0,6969.0,2,2,2,14.0,Relatively New,1435.04,1299.0,1169.0,1,0,0,0,1,0,69
flat,ss the leaf,sector 85,1.2,9677.0,2,2,3+,9.0,Relatively New,1771.95,1491.0,1240.0,0,0,1,0,0,0,148
flat,experion heartsong,dwarka expressway,1.08,6150.0,3,3,0,2.0,Under Construction,1943.0,1757.96,1582.0,0,0,0,0,0,0,0
flat,emaar palm gardens,sector 83,1.4,9675.0,3,3,3,11.0,Relatively New,1719.96,1582.0,1446.99,0,1,0,0,0,2,58
flat,tulip violet,sector 69,1.4,8856.0,3,3,2,9.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,0,120
flat,ireo victory valley,sector 67,3.05,16266.0,3,4,2,35.0,Relatively New,2384.96,2200.03,1874.96,1,1,0,0,0,1,165
flat,smart world gems,sector 89,1.16,8151.0,3,3,2,3.0,Under Construction,1774.33,1581.0,1422.99,1,0,0,0,0,0,68
house,independent,sector 24,2.75,7666.0,7,7,3+,3.0,Moderately Old,3315.0,3000.01,2700.0,0,0,0,0,1,1,0
flat,supertech araville,sector 79,0.9,5883.0,2,2,3,5.0,Relatively New,1529.98,1450.0,1399.95,1,0,0,0,0,0,53
flat,vatika emilia floors,sector 83,0.65,6190.0,2,2,2,1.0,Relatively New,1050.02,950.02,850.03,0,0,0,0,0,1,174
flat,ashiana mulberry,sohna road,0.74,6016.0,2,2,3+,12.0,Relatively New,1533.91,1367.0,1229.99,0,0,0,0,0,0,71
flat,shree vardhman victoria,sector 70,1.63,8358.0,3,3,3,5.0,New Property,1949.99,1527.0,1160.99,0,1,0,0,1,0,49
flat,dlf regal gardens,sector 90,1.19,5505.0,3,3,2,11.0,Relatively New,1725.99,1562.0,1406.0,0,0,0,0,1,0,88
flat,dlf the skycourt,sector 86,1.72,8916.0,3,3,1,8.0,Relatively New,1929.0,1746.0,1571.0,0,0,0,0,1,1,49
house,independent,sector 3 phase 3 extension,0.7,7007.0,2,3,1,1.0,Relatively New,1104.0,999.0,899.0,0,0,1,1,0,0,29
flat,m3m woodshire,sector 107,0.8,5856.0,2,2,3+,6.0,Relatively New,1366.05,1204.0,1054.97,0,0,0,1,0,1,174
house,eros rosewood villas,sector 49,2.8,15555.0,3,3,3,2.0,Moderately Old,2189.29,1900.04,1800.05,0,0,0,1,0,0,68
house,independent,sector 3 phase 3 extension,0.55,5000.0,2,1,0,1.0,Relatively New,1215.0,1099.96,990.0,0,0,0,0,0,0,0
house,dlf the arbour,sector 63,8.5,21519.0,4,4,3+,27.0,New Property,4365.0,3950.03,3555.0,0,0,0,0,0,0,61
flat,experion the heartsong,sector 108,1.36,6542.0,3,2,3+,2.0,Relatively New,1757.96,1343.0,985.97,1,1,0,0,0,1,77
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,10.0,Relatively New,3399.99,3000.01,2800.01,0,1,0,0,0,0,152
flat,corona optus,sector 37c,1.43,7185.0,3,3,3+,2.0,Relatively New,1990.03,1834.0,1680.03,0,1,0,0,1,0,49
flat,kiran residency,sector 56,1.55,6888.0,3,3,3+,5.0,Moderately Old,2249.98,1900.04,1749.99,0,1,0,1,0,1,92
flat,orchid petals,sector 49,4.79,11628.0,5,5,3+,14.0,Relatively New,4115.04,3724.0,3352.0,1,1,0,1,0,0,49
house,independent,sector 105,0.35,7778.0,2,2,1,2.0,Moderately Old,623.7,556.0,499.98,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.7,7754.0,4,4,3+,23.0,New Property,3482.01,3151.0,2836.0,0,0,0,0,0,0,21
house,ansals palam vihar,sector 2,2.75,17662.0,3,3,3,2.0,Moderately Old,1720.0,1557.0,1401.0,1,0,0,1,0,1,15
flat,ireo skyon,sector 60,2.12,15531.0,2,2,2,2.0,Relatively New,1364.97,1350.01,1299.96,0,0,0,1,0,1,174
flat,park view apartments,sector 15,1.6,11034.0,3,3,3+,2.0,Moderately Old,1808.0,1611.0,1450.0,0,0,0,1,0,0,56
flat,corona optus,sector 37c,1.26,7250.0,3,3,3,4.0,New Property,1735.03,1399.95,964.98,0,0,0,0,0,0,28
house,independent,sector 55,3.55,24500.0,4,4,3+,2.0,Old Property,1601.0,1449.04,1304.0,0,0,0,0,0,1,27
flat,raheja the vedaanta floors,sector 108,0.7,4521.0,2,2,3,1.0,Moderately Old,1930.24,1720.0,1547.96,0,0,0,0,0,1,0
flat,vatika gurgaon,sector 83,1.4,6628.0,3,3,2,7.0,Relatively New,1735.03,1570.0,1413.0,0,0,0,0,0,1,74
flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,797.41,750.03,605.04,0,0,0,0,0,0,0
flat,ireo victory valley,sector 67,3.65,13528.0,3,4,3+,18.0,Relatively New,2697.97,2490.01,2241.0,0,1,0,1,0,1,61
flat,m3m skywalk,sector 74,2.45,12140.0,3,3,3+,25.0,Relatively New,2018.02,1800.05,1614.05,1,0,0,0,0,0,137
flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,9.0,New Property,1577.99,1428.0,1285.0,1,0,0,0,0,0,49
house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,3784.2,3240.04,3149.95,0,1,0,1,0,1,160
house,greenopolis,sector 89,0.7,5397.0,2,2,2,14.0,New Property,1433.0,1297.05,1167.0,0,0,0,0,0,0,0
flat,pivotal devaan,sector 84,0.37,6346.0,2,2,1,5.0,Relatively New,582.97,532.0,482.98,0,0,0,0,0,0,73
flat,ss,sector 85,2.17,7716.0,4,4,3,7.0,Relatively New,2811.96,2600.02,2400.03,1,1,0,1,0,0,49
flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,3149.0,2849.96,2565.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,1.05,9519.0,2,2,2,4.0,Under Construction,1219.0,1102.98,993.0,1,0,0,0,1,0,38
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3,2,2,1.0,Moderately Old,1754.95,1599.95,1399.95,0,0,0,0,0,1,106
flat,siddhi vinayak apartments,sector 55,1.44,9600.0,3,3,2,6.0,Moderately Old,1849.99,1700.05,1499.95,0,0,0,0,1,1,47
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3,3,3,1.0,Relatively New,1670.96,1489.0,1340.0,0,0,0,0,0,1,49
flat,ansal heights 86,sector 86,0.67,5100.0,2,2,1,10.0,Relatively New,1360.02,1231.0,1108.0,0,0,0,0,0,0,115
flat,bestech park view grand spa,sector 81,2.35,8834.0,3,4,3+,10.0,Relatively New,2659.97,2511.0,2353.96,0,1,0,0,0,0,109
house,independent,sector 7,1.55,13889.0,2,2,2,1.0,Moderately Old,1193.0,1080.05,972.0,0,0,0,0,0,1,52
flat,emaar mgf the palm drive,sector 66,3.98,18090.0,3,4,3+,2.0,Moderately Old,2200.03,1991.0,1792.0,0,1,0,0,0,1,123
house,independent,sector 2,0.4,7619.0,2,2,1,1.0,Relatively New,654.43,583.0,524.96,0,0,0,0,0,0,0
flat,paras quartier,gwal pahari,7.5,14018.0,4,4,3+,20.0,New Property,5349.98,4842.0,4358.0,0,1,0,1,1,1,49
house,independent,sector 56,7.25,29336.0,8,8,3+,0.0,Moderately Old,3013.0,2727.03,2454.0,0,0,0,0,0,1,24
house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New Property,3109.8,2771.0,2494.0,0,1,0,0,0,1,160
flat,m3m sierra 68,sector 68,1.1,8986.0,2,2,3,1.0,Relatively New,1223.96,1150.02,830.0,0,0,0,0,0,1,127
flat,sbtl caladium,sector 109,1.35,7180.0,3,2,3+,12.0,Relatively New,1880.02,1477.0,1127.95,0,0,0,0,0,0,128
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1326.0,1199.96,1080.0,0,0,0,0,0,0,0
flat,dlf beverly park,sector 25,8.0,15384.0,5,5,3+,2.0,Old Property,6484.23,5778.0,5200.04,1,1,0,1,1,2,26
house,independent,sector 39,15.0,33333.0,5,5,3+,4.0,Moderately Old,4972.0,4499.96,4050.0,0,1,0,0,0,1,27
flat,aipl zen residences,sector 70a,1.82,10996.0,3,3,3,12.0,Relatively New,1654.95,1599.95,1550.0,0,0,0,0,0,0,108
flat,tulip violet,sector 69,1.19,8814.0,2,3,1,0.0,Relatively New,1683.37,1500.0,1350.01,1,0,0,0,0,0,174
flat,vatika the seven lamps,sector 82,0.86,6022.0,2,2,2,12.0,Relatively New,1429.98,1294.0,1165.0,1,0,0,0,0,1,135
flat,deepak minda,manesar,1.2,4528.0,3,3,3+,6.0,Moderately Old,3304.12,2944.0,2649.96,0,1,0,0,0,0,7
flat,m3m woodshire,sector 107,1.49,6310.0,3,4,3+,5.0,Relatively New,2360.95,2137.0,1923.0,0,1,1,0,0,1,174
flat,sare crescent parc,sector 92,0.95,5013.0,4,5,3+,13.0,Relatively New,1996.52,1894.98,1499.95,0,0,0,0,0,0,0
house,independent,sector 11,0.9,10000.0,7,4,3+,4.0,Moderately Old,994.0,899.97,810.0,0,0,0,0,0,0,7
flat,godrej nature plus,sector 33,1.45,15664.0,3,2,3+,20.0,Under Construction,1287.25,1270.0,925.0,1,0,0,0,0,0,144
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,5.0,Relatively New,1691.98,1531.0,1378.0,0,0,0,0,0,0,49
flat,mapsko casa bella,sector 82,1.3,6378.0,4,4,3+,1.0,Relatively New,1960.0,1774.0,1597.0,0,1,0,0,0,0,130
house,international city by sobha phase 2,sector 109,8.48,23556.0,4,6,3+,3.0,New Property,3978.0,3599.99,3240.0,1,1,1,1,0,0,153
flat,viridian the plaza 106,sector 106,0.46,6571.0,1,1,1,18.0,New Property,872.97,778.0,699.98,0,0,0,0,0,0,104
flat,vatika gurgaon,sector 83,1.1,6162.0,3,3,3+,5.0,Relatively New,1784.98,1599.95,1499.95,0,0,0,0,0,1,96
flat,ss the leaf,sector 85,1.15,11966.0,2,2,3,20.0,Relatively New,1740.95,1263.04,961.0,0,0,0,1,0,0,107
flat,umang winter hills,sector 77,0.92,5049.0,3,3,3,17.0,Relatively New,1822.01,1602.0,1399.95,0,0,0,0,1,1,49
house,independent,sector 12,0.7,6034.0,3,3,0,1.0,Relatively New,1282.0,1160.03,1044.0,0,0,0,0,0,0,23
flat,la vida by tata housing,sector 113,1.9,18500.0,3,2,2,10.0,Relatively New,1578.96,1285.0,1026.98,0,0,0,1,0,1,174
flat,bptp terra,sector 37d,1.4,7730.0,3,3,3,5.0,Relatively New,1811.03,1711.03,1611.03,0,0,0,0,0,1,149
house,central park flower valley,sector 33,1.15,9349.0,2,2,3,2.0,Relatively New,1552.12,1399.95,1229.99,1,0,0,0,0,1,71
flat,ramprastha the atrium,sector 37d,1.0,7782.0,3,3,2,4.0,Relatively New,1284.99,1163.0,1047.0,0,0,0,0,0,0,13
flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10205.0,2,2,2,10.0,Relatively New,1215.03,1100.0,990.0,0,0,0,0,0,0,141
house,independent,sector 3 phase 3 extension,1.5,5000.0,6,1,0,1.0,New Property,3315.0,3000.01,2700.0,0,0,0,0,0,0,0
flat,dlf the icon,sector 43,5.25,20388.0,4,4,3,9.0,Old Property,2575.05,2569.99,2559.98,0,1,0,1,1,0,135
flat,signature global city,sector 37d,1.1,8800.0,3,3,3,1.0,Under Construction,1558.74,1389.0,1250.01,0,0,0,0,0,0,16
flat,unitech heritage city,sector 14,4.26,13108.0,4,4,0,9.0,Old Property,3591.0,3249.94,2925.0,0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,12.0,Relatively New,1749.99,1584.0,1426.0,0,0,0,0,1,0,65
house,palam vihar extension west zone rwa,sector 2,0.65,5777.0,2,2,1,1.0,Moderately Old,1243.0,1125.04,1013.0,0,0,1,0,0,0,23
flat,krrish provence estate,gwal pahari,5.5,9482.0,4,5,3+,11.0,New Property,5800.02,5249.0,4724.0,1,1,0,1,0,0,151
flat,mapsko mount ville,sector 79,1.28,8557.0,3,3,3,16.0,Relatively New,1490.05,1265.0,1063.9,1,0,0,0,0,1,128
flat,ss the leaf,sector 85,2.0,11869.0,3,4,3,5.0,Relatively New,2407.99,2026.0,1684.98,0,1,0,0,0,0,156
flat,dlf regency park,sector 28,1.91,16608.0,2,2,2,11.0,New Property,1434.12,1278.0,1150.02,0,0,0,0,0,2,98
flat,m3m golfestate,sector 65,4.94,16233.0,3,4,3,15.0,Moderately Old,3042.95,2754.0,2479.0,0,1,0,0,0,0,165
flat,ambience creacions,sector 22,4.63,14983.0,3,5,3+,5.0,New Property,3089.99,2796.0,2516.0,0,1,0,0,1,0,120
flat,dlf regal gardens,sector 90,1.25,6459.0,3,3,3,10.0,Relatively New,1702.96,1650.0,1599.95,0,0,0,0,1,1,38
flat,vipul lavanya,sector 81,1.28,7174.0,3,3,3,1.0,Moderately Old,2224.42,1982.0,1784.01,0,1,0,1,0,1,49
house,not applicable,sector 4,0.65,13000.0,2,1,1,3.0,Moderately Old,552.0,499.98,450.0,0,0,0,0,0,0,7
house,independent,sector 23,2.4,12000.0,3,3,2,2.0,Moderately Old,2210.0,2000.04,1800.0,0,0,1,1,0,0,28
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.0,2,2,1,8.0,Under Construction,902.98,817.0,735.0,0,0,0,0,0,0,105
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3+,14.0,Relatively New,1639.99,1380.0,1147.97,0,0,1,0,0,0,141
house,independent,sector 28,0.75,20833.0,7,4,3+,4.0,Moderately Old,398.0,360.05,324.0,0,0,0,0,0,0,7
flat,emaar palm gardens,sector 83,1.75,9210.0,3,3,3,6.0,Relatively New,1900.04,1599.95,1240.0,0,1,0,0,0,1,174
flat,the center court,sector 88a,2.1,12173.0,4,4,3,0.0,New Property,2174.95,1745.04,1725.02,1,1,0,0,0,0,142
house,dlf city plots,sector 26,12.5,38580.0,4,5,2,2.0,Moderately Old,3580.0,3240.04,2916.0,1,1,0,0,0,1,121
flat,ireo uptown,sector 66,1.85,12567.0,2,3,3,16.0,Relatively New,1471.96,1470.03,1250.98,0,1,0,0,1,1,79
flat,whiteland blissville,sector 76,1.9,11363.0,3,3,2,0.0,Under Construction,1671.96,1513.0,1362.0,0,0,0,0,0,0,61
flat,godrej summit premia towers,sector 104,0.9,7149.0,2,2,0,16.0,Relatively New,1391.0,1258.95,1133.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.85,7682.0,3,4,3,2.0,Relatively New,2407.99,2179.0,1961.0,1,1,0,0,0,1,49
house,malibu towne,sector 47,1.15,41818.0,3,3,3,2.0,Old Property,304.0,275.02,248.0,0,0,0,0,0,1,33
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,6.0,Moderately Old,2400.03,2114.0,1849.99,0,1,0,0,0,1,95
flat,m3m merlin,sector 67,3.39,14376.0,3,4,3,14.0,Relatively New,2358.05,2100.04,2000.04,0,1,0,0,0,1,26
flat,sare crescent parc,sector 92,0.66,4977.0,3,2,2,15.0,Relatively New,1653.26,1473.0,1326.0,0,0,0,0,0,2,44
flat,paras dews,sector 106,1.4,6000.0,3,4,3+,12.0,Under Construction,1760.01,1593.0,1434.0,1,1,0,0,1,0,55
